,X,DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,VEHICLE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2
450,36073,1/21/14,16:20,STATEN ISLAND,10307,40.5154777,-74.2445766,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
451,36074,1/21/14,16:20,QUEENS,11434,40.6823781,-73.7671566,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
452,36075,1/21/14,16:20,BROOKLYN,11229,40.6116368,-73.9507795,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
453,36076,1/21/14,16:19,QUEENS,11426,40.7413881,-73.7248837,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,64,0,206,0,-110,68,340
454,36077,1/21/14,16:15,STATEN ISLAND,10304,40.5910225,-74.1009095,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
455,36078,1/21/14,16:15,QUEENS,11377,40.7501203,-73.90832,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
456,36079,1/21/14,16:15,QUEENS,11101,40.7405978,-73.9305948,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
457,36080,1/21/14,16:15,MANHATTAN,10001,40.7495527,-74.0065289,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
458,36081,1/21/14,16:12,MANHATTAN,10033,40.8514354,-73.9350843,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
459,36082,1/21/14,16:12,BRONX,10459,40.8284664,-73.892902,0,0,0,0,0,0,0,0,Other Vehicular,BUS,64,0,206,0,-110,68,340
460,36083,1/21/14,16:11,BRONX,10459,40.8209989,-73.8968919,1,0,1,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
461,36084,1/21/14,16:10,MANHATTAN,10032,40.8303834,-73.940171,1,0,0,0,0,0,1,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
462,36085,1/21/14,10:25,QUEENS,NA,40.737833,-73.9356863,0,0,0,0,0,0,0,0,Fatigued/Drowsy,TAXI,64,0,206,0,-110,68,340
463,36086,1/21/14,16:04,BROOKLYN,11207,40.6806649,-73.9026216,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
464,36087,1/21/14,16:03,QUEENS,11354,40.7639417,-73.8281463,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
465,36088,1/21/14,16:00,STATEN ISLAND,10305,40.5903421,-74.0666242,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
466,36089,1/21/14,16:00,STATEN ISLAND,10305,40.5852401,-74.0934086,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
467,36090,1/21/14,16:00,QUEENS,11356,40.7786154,-73.8397602,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
468,36091,1/21/14,16:00,MANHATTAN,10031,40.8188024,-73.9560203,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
469,36092,1/21/14,16:00,MANHATTAN,10030,40.8232596,-73.9429233,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
470,36093,1/21/14,16:00,MANHATTAN,10010,40.7378861,-73.9809038,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,64,0,206,0,-110,68,340
471,36094,1/21/14,16:00,BROOKLYN,11209,40.6239564,-74.039687,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
472,36095,1/21/14,16:00,BRONX,10466,40.8830983,-73.8376532,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
473,36096,1/21/14,16:00,BRONX,10462,40.8452223,-73.8661181,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
474,36097,1/21/14,15:50,MANHATTAN,10032,40.8303834,-73.940171,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
475,36098,1/21/14,15:45,QUEENS,NA,40.6075582,-74.0871048,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
476,36099,1/21/14,15:45,BROOKLYN,11229,40.5973772,-73.9499726,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
477,36100,1/21/14,15:40,MANHATTAN,10027,40.8101738,-73.9511673,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
478,36101,1/21/14,15:40,BROOKLYN,11207,40.6819458,-73.9048767,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
479,36102,1/21/14,15:40,BRONX,10452,40.8427518,-73.9228189,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
480,36103,1/21/14,15:30,BROOKLYN,11228,40.6204741,-74.0108389,2,0,0,0,0,0,2,0,Traffic Control Disregarded,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
481,36104,1/21/14,15:30,MANHATTAN,NA,40.6710857,-73.7362678,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
482,36105,1/21/14,15:30,QUEENS,11691,40.5974345,-73.7462038,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
483,36106,1/21/14,15:30,QUEENS,11377,40.7402725,-73.8958512,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
484,36107,1/21/14,15:30,QUEENS,11373,40.738325,-73.8855916,0,0,0,0,0,0,0,0,Traffic Control Disregarded,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
485,36108,1/21/14,15:30,MANHATTAN,10026,40.802699,-73.9491862,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
486,36109,1/21/14,15:30,BROOKLYN,11236,40.6274656,-73.8995506,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
487,36110,1/21/14,15:30,BROOKLYN,11234,40.6264564,-73.9179932,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
488,36111,1/21/14,15:30,BROOKLYN,11220,40.6113676,-74.0348713,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
489,36112,1/21/14,15:30,BROOKLYN,11207,40.6772073,-73.897226,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
490,36113,1/21/14,15:28,QUEENS,11418,40.7014005,-73.8163086,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
491,36114,1/21/14,15:22,MANHATTAN,10018,40.7541306,-73.9883345,0,0,0,0,0,0,0,0,Unspecified,TAXI,64,0,206,0,-110,68,340
492,36115,1/21/14,15:20,QUEENS,11421,40.6884117,-73.8479278,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
493,36116,1/21/14,15:20,BROOKLYN,11217,40.6827798,-73.9824159,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
494,36117,1/21/14,15:20,BROOKLYN,11203,40.663191,-73.9372643,0,0,0,0,0,0,0,0,Pavement Slippery,VAN,64,0,206,0,-110,68,340
495,36118,1/21/14,15:17,BROOKLYN,11214,40.6105165,-73.9988835,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
496,36119,1/21/14,15:15,STATEN ISLAND,10304,40.617789,-74.0811029,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
497,36120,1/21/14,15:15,BROOKLYN,11201,40.7011352,-73.9930539,0,0,0,0,0,0,0,0,Lost Consciousness,BUS,64,0,206,0,-110,68,340
498,36121,1/21/14,15:11,QUEENS,11101,40.7396752,-73.9345761,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
499,36122,1/21/14,15:10,QUEENS,11428,40.728345,-73.7354548,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
500,36123,1/21/14,15:10,BROOKLYN,11223,40.6072565,-73.9672737,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
501,36124,1/21/14,15:10,BRONX,10467,40.8874462,-73.8780005,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
502,36125,1/21/14,15:08,BRONX,10467,40.8874462,-73.8780005,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
503,36126,1/21/14,15:07,BROOKLYN,11236,40.6530899,-73.8983335,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
504,36127,1/21/14,15:06,QUEENS,11420,40.6797941,-73.8098135,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
505,36128,1/21/14,15:05,MANHATTAN,10016,40.7440912,-73.9763477,1,0,0,0,0,0,1,0,Traffic Control Disregarded,TAXI,64,0,206,0,-110,68,340
506,36129,1/21/14,15:05,BROOKLYN,NA,40.7334255,-73.9744628,0,0,0,0,0,0,0,0,Pavement Slippery,TAXI,64,0,206,0,-110,68,340
507,36130,1/21/14,15:05,QUEENS,11368,40.758306,-73.8556084,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
508,36131,1/21/14,15:05,BROOKLYN,11204,40.6304785,-73.9860936,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
509,36132,1/21/14,15:00,QUEENS,NA,40.7197624,-73.9447576,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
510,36133,1/21/14,15:00,QUEENS,NA,40.6222751,-74.0209398,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
511,36134,1/21/14,15:00,STATEN ISLAND,10312,40.5575146,-74.177419,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
512,36135,1/21/14,15:00,QUEENS,11423,40.7210636,-73.7594419,0,0,0,0,0,0,0,0,Unspecified,VAN,64,0,206,0,-110,68,340
513,36136,1/21/14,15:00,MANHATTAN,10065,40.7685442,-73.9656926,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,64,0,206,0,-110,68,340
514,36137,1/21/14,15:00,MANHATTAN,10001,40.7557807,-74.0019852,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
515,36138,1/21/14,15:00,BROOKLYN,11232,40.6515124,-74.0073338,0,0,0,0,0,0,0,0,Fatigued/Drowsy,VAN,64,0,206,0,-110,68,340
516,36139,1/21/14,15:00,BROOKLYN,11228,40.6172547,-74.0070167,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
517,36140,1/21/14,15:00,BROOKLYN,11220,40.6442297,-74.0149074,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
518,36141,1/21/14,15:00,BROOKLYN,11217,40.6822806,-73.9852355,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
519,36142,1/21/14,15:00,BROOKLYN,11208,40.6853613,-73.882203,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
520,36143,1/21/14,14:56,BRONX,10461,40.8545912,-73.8535377,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
521,36144,1/21/14,14:55,BRONX,10453,40.8511013,-73.9046746,2,0,0,0,0,0,2,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
522,36145,1/21/14,14:55,BROOKLYN,11235,40.5880281,-73.9492523,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
523,36146,1/21/14,14:55,BROOKLYN,11235,40.588514,-73.9493455,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
524,36147,1/21/14,14:50,BROOKLYN,11220,40.648707,-74.0102489,2,0,0,0,0,0,2,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
525,36148,1/21/14,14:50,BROOKLYN,NA,40.7887968,-73.9375408,0,0,0,0,0,0,0,0,Traffic Control Disregarded,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
526,36149,1/21/14,14:50,STATEN ISLAND,10304,40.6268492,-74.0816038,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
527,36150,1/21/14,14:50,STATEN ISLAND,10304,40.6268492,-74.0816038,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
528,36151,1/21/14,14:50,QUEENS,11375,40.7155175,-73.8530353,0,0,0,0,0,0,0,0,Pavement Slippery,BUS,64,0,206,0,-110,68,340
529,36152,1/21/14,14:50,MANHATTAN,10065,40.7656139,-73.9606907,0,0,0,0,0,0,0,0,Pavement Slippery,BUS,64,0,206,0,-110,68,340
530,36153,1/21/14,14:50,MANHATTAN,10031,40.8252325,-73.9476044,0,0,0,0,0,0,0,0,Pavement Slippery,TAXI,64,0,206,0,-110,68,340
531,36154,1/21/14,14:50,BROOKLYN,11234,40.5965113,-73.9078755,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
532,36155,1/21/14,14:46,QUEENS,11366,40.725285,-73.7933222,0,0,0,0,0,0,0,0,Pavement Slippery,BUS,64,0,206,0,-110,68,340
533,36156,1/21/14,14:45,BROOKLYN,NA,40.802759,-73.930249,0,0,0,0,0,0,0,0,Unspecified,VAN,64,0,206,0,-110,68,340
534,36157,1/21/14,14:45,MANHATTAN,10021,40.7684303,-73.9615482,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
535,36158,1/21/14,14:40,QUEENS,NA,40.5259365,-74.2219143,0,0,0,0,0,0,0,0,Lane Marking Improper/Inadequate,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
536,36159,1/21/14,14:40,STATEN ISLAND,10312,40.5608873,-74.1724542,0,0,0,0,0,0,0,0,Pavement Defective,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
537,36160,1/21/14,14:40,STATEN ISLAND,10305,40.616277,-74.0677487,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
538,36161,1/21/14,14:40,QUEENS,11418,40.7050287,-73.8360058,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
539,36162,1/21/14,14:40,QUEENS,11378,40.7190508,-73.9133988,0,0,0,0,0,0,0,0,Pavement Slippery,BUS,64,0,206,0,-110,68,340
540,36163,1/21/14,14:40,MANHATTAN,10016,40.7440655,-73.987748,0,0,0,0,0,0,0,0,Unspecified,LIVERY VEHICLE,64,0,206,0,-110,68,340
541,36164,1/21/14,14:40,BRONX,10451,40.82284,-73.9287567,0,0,0,0,0,0,0,0,Fatigued/Drowsy,LIVERY VEHICLE,64,0,206,0,-110,68,340
542,36165,1/21/14,14:35,QUEENS,11432,40.7168018,-73.8080991,0,0,0,0,0,0,0,0,Pavement Slippery,TAXI,64,0,206,0,-110,68,340
543,36166,1/21/14,14:33,BRONX,10457,40.8522495,-73.8992726,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
544,36167,1/21/14,14:30,QUEENS,11004,40.7508841,-73.7177415,1,0,1,0,0,0,0,0,View Obstructed/Limited,PICK-UP TRUCK,64,0,206,0,-110,68,340
545,36168,1/21/14,14:30,STATEN ISLAND,10304,40.6268492,-74.0816038,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
546,36169,1/21/14,14:30,STATEN ISLAND,10304,40.6268492,-74.0816038,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
547,36170,1/21/14,14:30,BROOKLYN,11238,40.6782806,-73.9588458,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
548,36171,1/21/14,14:30,BROOKLYN,11238,40.6792042,-73.9552939,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
549,36172,1/21/14,14:30,BROOKLYN,11211,40.7109076,-73.951644,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
550,36173,1/21/14,14:30,BRONX,10452,40.8454299,-73.9139752,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
551,36174,1/21/14,14:20,MANHATTAN,10036,40.7572323,-73.9897922,1,0,1,0,0,0,0,0,Pavement Slippery,TAXI,64,0,206,0,-110,68,340
552,36175,1/21/14,14:15,QUEENS,11369,40.7703185,-73.8707779,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
553,36176,1/21/14,14:15,BROOKLYN,11229,40.6100983,-73.9613729,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
554,36177,1/21/14,14:15,BROOKLYN,11213,40.6725157,-73.9335533,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
555,36178,1/21/14,14:15,BRONX,10454,40.8089229,-73.918433,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
556,36179,1/21/14,14:10,STATEN ISLAND,10304,40.6209679,-74.0843019,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
557,36180,1/21/14,14:10,QUEENS,11367,40.7182268,-73.8151403,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
558,36181,1/21/14,14:10,QUEENS,11102,40.7667156,-73.9285568,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
559,36182,1/21/14,14:10,MANHATTAN,10022,40.7616008,-73.9686418,0,0,0,0,0,0,0,0,Unspecified,VAN,64,0,206,0,-110,68,340
560,36183,1/21/14,14:09,BROOKLYN,11219,40.6286429,-74.0059263,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
561,36184,1/21/14,14:08,BRONX,10474,40.8132149,-73.8909757,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
562,36185,1/21/14,14:07,BRONX,10460,40.8324085,-73.890713,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
563,36186,1/21/14,14:05,BRONX,10463,40.8756746,-73.9114555,0,0,0,0,0,0,0,0,Outside Car Distraction,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
564,36187,1/21/14,14:00,QUEENS,11691,40.6047828,-73.7539979,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
565,36188,1/21/14,14:00,QUEENS,11378,40.7312831,-73.9234604,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
566,36189,1/21/14,14:00,BRONX,10462,40.8309022,-73.8476419,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
567,36190,1/21/14,14:00,BRONX,10462,40.8313395,-73.8442044,0,0,0,0,0,0,0,0,Traffic Control Disregarded,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
568,36191,1/21/14,14:00,BRONX,10452,40.830346,-73.9232742,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
569,36192,1/21/14,13:59,BRONX,10457,40.8522495,-73.8992726,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
570,36193,1/21/14,13:55,QUEENS,11369,40.7687291,-73.8705499,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
571,36194,1/21/14,13:55,MANHATTAN,10035,40.7998915,-73.9385839,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
572,36195,1/21/14,13:52,BROOKLYN,11208,40.6759225,-73.8774321,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
573,36196,1/21/14,13:50,MANHATTAN,10016,40.7420255,-73.9829127,1,0,1,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
574,36197,1/21/14,13:50,MANHATTAN,10002,40.7192038,-73.9903644,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
575,36198,1/21/14,13:50,QUEENS,11377,40.7472934,-73.9121205,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
576,36199,1/21/14,13:50,MANHATTAN,10040,40.857979,-73.9309025,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
577,36200,1/21/14,13:50,MANHATTAN,10036,40.7627496,-73.9969136,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,OTHER,64,0,206,0,-110,68,340
578,36201,1/21/14,13:50,BROOKLYN,11232,40.6507056,-74.0044903,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
579,36202,1/21/14,13:50,BROOKLYN,11223,40.6004284,-73.9849475,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
580,36203,1/21/14,13:50,BROOKLYN,11219,40.6276412,-73.996556,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
581,36204,1/21/14,13:50,BROOKLYN,11219,40.6350244,-73.9921204,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
582,36205,1/21/14,13:50,BROOKLYN,11211,40.7145329,-73.9443872,0,0,0,0,0,0,0,0,Lost Consciousness,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
583,36206,1/21/14,13:50,BROOKLYN,11210,40.621783,-73.9478938,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
584,36207,1/21/14,13:50,BROOKLYN,11207,40.6757357,-73.8968533,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,64,0,206,0,-110,68,340
585,36208,1/21/14,13:45,BROOKLYN,NA,40.8638074,-73.8257546,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
586,36209,1/21/14,13:45,QUEENS,11434,40.6831533,-73.7802961,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
587,36210,1/21/14,13:45,QUEENS,11372,40.7508235,-73.8740857,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
588,36211,1/21/14,13:40,MANHATTAN,10065,40.7611802,-73.9579029,0,0,0,0,0,0,0,0,Fatigued/Drowsy,VAN,64,0,206,0,-110,68,340
589,36212,1/21/14,13:35,QUEENS,11422,40.6735712,-73.7335235,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
590,36213,1/21/14,13:35,BRONX,10454,40.8086035,-73.9097638,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
591,36214,1/21/14,13:33,BRONX,10469,40.8821909,-73.8506525,0,0,0,0,0,0,0,0,Pavement Slippery,UNKNOWN,64,0,206,0,-110,68,340
592,36215,1/21/14,13:30,QUEENS,11432,40.708447,-73.8002203,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,64,0,206,0,-110,68,340
593,36216,1/21/14,13:30,QUEENS,11421,40.6909177,-73.8521628,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
594,36217,1/21/14,13:30,QUEENS,11378,40.7131888,-73.9107767,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
595,36218,1/21/14,13:30,QUEENS,11004,40.7453958,-73.7182339,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
596,36219,1/21/14,13:30,MANHATTAN,10128,40.7851932,-73.9493331,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,64,0,206,0,-110,68,340
597,36220,1/21/14,13:30,MANHATTAN,10026,40.8020241,-73.9496815,0,0,0,0,0,0,0,0,Outside Car Distraction,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
598,36221,1/21/14,13:30,MANHATTAN,10023,40.7780145,-73.9821163,0,0,0,0,0,0,0,0,Unspecified,VAN,64,0,206,0,-110,68,340
599,36222,1/21/14,13:30,MANHATTAN,10009,40.7313511,-73.9825546,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
600,36223,1/21/14,13:30,MANHATTAN,10001,40.7466595,-73.9900681,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,64,0,206,0,-110,68,340
601,36224,1/21/14,13:30,BROOKLYN,11238,40.6804635,-73.9613466,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
